participant	id	character_country	character_gendergroup	character_bio	character_quote	character_motive	character_motive_description	suitable	any_suitable	age	education	played_specific	played_franchise	played_fighting	played_any	play_frequency	watched_franchise	watched_fighting	lang_primary	lang_secondary	lang_tertiary	lang_extra	gender_description	normalized_gender	ethnicity_description	normalized_ethnicity	nationality_description	normalized_nationality	feedback	attire_ethnicity	attire_not_sexualized	attire_sexualized	attractive	chubby	costume	ethnic_stereotypes	exaggerated_body	gender_stereotypes	muscular	non_muscular	not_role_model	not_sexualized	obv_ethnicity	old	pos_ethnic_rep	pos_gender_rep	realistic_body	realistic_clothing	role_model	sexualized	skinny	ugly	young	similarity	ethnic_match	ethnic_familiarity
15	bryan	United States of America	men	A savage fighter who uses a kickboxing fighting style. He's reported to have died twice and was somehow revived each time. He once belonged to an international police force, but Dr. Abel and Dr. Bosconovitch made him a replicant with a perpetual generator that keeps him alive.	Mwahahahaha! So, which one of you wants to die?	For Duty	A power-hungry kickboxer, he was once an Interpol officer until he was killed in a shootout and revived by Dr. Abel.	yes	yes	25-34	some_college	no	both	yes	yes	daily	occasionally	occasionally	English				Male	Male	Hispanic And White	Hispanic + White	American	US American	It was all good, thank you!	3	4	4	3	2	5	4	5	4	7	1	6	5	5	5	3	3	3	3	2	4	1	4	1	3	3	7
15	king	Mexico	men	King is not only a masked professional wrestler, but also the proud owner of an orphanage. Recently, King's sworn friend and comrade, Craig Marduk, as well as the man King called his master, both engaged in a bloody fight which left them with critical injuries. King desperately wanted to come to his friends' rescue, but knew that their operations wouldn't come cheap. At the same time, King's orphanage was in constant danger owing to the war that raged between G Corporation and the Mishima Zaibatsu. Finding himself caught between a rock and a hard place, King entered the King of Iron Fist Tournament with his eyes set firmly on the cash prize.	Let's do this.	Save the World	He is a Catholic priest who became a masked wrestler in order to support an orphanage.	yes	yes	25-34	some_college	no	both	yes	yes	daily	occasionally	occasionally	English				Male	Male	Hispanic And White	Hispanic + White	American	US American	It was all good, thank you!	6	4	4	5	2	5	5	5	3	6	2	3	3	6	2	4	5	3	3	5	5	1	2	3	4	7	7
15	claudio	Italy	men	The Sirius Marksmen, a secret society of exorcists, has exerted a profound influence on European history for hundreds of years. The most powerful exorcist of the current generation is Claudio, who was visiting the Mishima Zaibatsu as their groups join forces to subdue a certain evil. After sharing information on the targets, Kazuya Mishima and Jin Kazama, Claudio left the control room only to be confronted by a young girl. He was about to call the guards when she demanded to be taken to Jin. A plan sprung to Claudio's mind. He led her to the roof, and with a grin prepared to face her in combat.	This is no place for amateurs.	For Duty	He is a leader of a secret Anti-Devil organization in combating the Devil Gene's threat.	yes	yes	25-34	some_college	no	both	yes	yes	daily	occasionally	occasionally	English				Male	Male	Hispanic And White	Hispanic + White	American	US American	It was all good, thank you!	6	2	6	7	2	5	3	3	3	3	4	3	2	6	2	5	5	5	2	5	6	2	1	5	3	2	5
15	deviljin	Unknown	men	After he defeated Azazel, Jin Kazama was apprehended by UN troops. As his unconscious body was being transported by helicopter, he became possessed by his devil form, ripped free from his straitjacket, tore through the helicopter's fuselage with a powerful beam attack, and then escaped. Intermittently fending off the UN's attempts to recapture him, Devil Jin wandered the desert until he stumbled across a town in the Middle East. His arrival at the town's bazaar sent the civilians fleeing for their lives, turning the once buzzing settlement into an abandoned husk. That is until a certain someone showed his face…	Fear my wrath.	Dominance	He seeks to achieve ultimate power and will do whatever it takes to achieve it.	yes	yes	25-34	some_college	no	both	yes	yes	daily	occasionally	occasionally	English				Male	Male	Hispanic And White	Hispanic + White	American	US American	It was all good, thank you!	2	3	5	5	2	5	4	5	4	6	2	6	2	4	2	2	2	3	3	2	6	1	2	4	3	1	4
518	birdie	United Kingdom	men	With a history that dates back to the original Street Fighter, Birdie’s appearance has changed dramatically over the years. He’s gone from being a muscular brute in the Alpha series to a beer bellied glutton in Street Fighter V.	Oi! It ain't too late to run home to Mum, now!	Antisocial	He is a hulking black British punk rocker who fights using chains.	yes	yes	35-44	bachelors	sfv	both	yes	yes	daily	occasionally	occasionally	English				Male	Male	White	White	Usa	US American	This was a great survey that was very easy to understand. Thank you.	1	6	2	1	6	7	4	6	6	4	2	7	5	7	2	2	1	2	1	1	2	1	6	5	1	2	5
518	king	Mexico	men	King is not only a masked professional wrestler, but also the proud owner of an orphanage. Recently, King's sworn friend and comrade, Craig Marduk, as well as the man King called his master, both engaged in a bloody fight which left them with critical injuries. King desperately wanted to come to his friends' rescue, but knew that their operations wouldn't come cheap. At the same time, King's orphanage was in constant danger owing to the war that raged between G Corporation and the Mishima Zaibatsu. Finding himself caught between a rock and a hard place, King entered the King of Iron Fist Tournament with his eyes set firmly on the cash prize.	Let's do this.	Save the World	He is a Catholic priest who became a masked wrestler in order to support an orphanage.	yes	yes	35-44	bachelors	sfv	both	yes	yes	daily	occasionally	occasionally	English				Male	Male	White	White	Usa	US American	This was a great survey that was very easy to understand. Thank you.	3	2	5	6	1	7	1	2	2	7	1	2	2	4	1	6	7	6	1	6	5	4	1	6	5	1	6
518	jin	Japan	men	The leader of the Mishima Zaibatsu and the man who declared war on the world. Fighting the Devil inside him which gets stronger everyday, he yearns to be rid of it once and for all. When his battle is over at last, will he find hope… or despair?	Power is everything.	For a Female	He wishes to avenge the apparent death of his mother Jun Kazama.	yes	yes	35-44	bachelors	sfv	both	yes	yes	daily	occasionally	occasionally	English				Male	Male	White	White	Usa	US American	This was a great survey that was very easy to understand. Thank you.	1	2	5	7	1	3	5	1	6	5	3	7	2	5	1	2	3	6	5	1	5	6	1	7	1	1	4
518	laura	Brazil	women	Laura is a brand-new Street Fighter character and a practitioner of Matsuda jiu-jitsu. If you recognize the name Matsuda, it's because Laura is the elder sister of Sean from Street Fighter III.	Boom! That's how to start a fight and finish it quickly!	Dominance	She has a desire to promote her family's fighting style.	yes	yes	35-44	bachelors	sfv	both	yes	yes	daily	occasionally	occasionally	English				Male	Male	White	White	Usa	US American	This was a great survey that was very easy to understand. Thank you.	2	1	7	7	1	2	1	4	3	6	1	3	1	4	1	4	5	5	5	5	7	6	1	6	2	1	5
518	necalli	Unknown	men	As one of the four new characters introduced in Street Fighter V, much of Necalli’s past is shrouded in mystery. His fighting style is best described as animalistic, due to his feral slashes and stomps.	Devour-our-our…	Unclear	He is an ancient, mysterious entity searching for souls of powerful fighters to devour.	yes	yes	35-44	bachelors	sfv	both	yes	yes	daily	occasionally	occasionally	English				Male	Male	White	White	Usa	US American	This was a great survey that was very easy to understand. Thank you.	1	2	5	5	1	6	3	5	3	7	1	5	2	1	1	1	4	3	2	1	4	5	3	5	2	1	1
440	abigail	Canada	men	Standing eight feet tall, Abigail is the tallest character in Street Fighter history. He's a former boss of the Mad Gear gang, and has a fanatical obsession with cars.	Vroom! Vroom! Vroom! Rrrrt! Ha ha ha!	Antisocial	He supposedly renounced his life of crime and started a mechanic's garage.	yes	yes	35-44	some_college	sfv	both	yes	yes	daily	occasionally	occasionally	English				Male	Male	White	White	Usa!	US American		2	6	2	2	1	2	1	6	2	7	1	5	5	5	4	2	2	2	6	1	3	1	5	4	1	7	7
440	asuka	Japan	women	Daughter of the Kazama Traditional Martial Arts School and known as 'Gang Mediator' in her hometown. Ever since she involved herself in a certain street fight, Lili has viewed her as a rival. She knows that Jin Kazama is her cousin and vows to take him down.	When you resort to fighting, everyone loses.	Save the World	She believes very strongly in justice and devotes much of her free time to being a "pacifist" vigilante who is breaking up fights.	yes	yes	35-44	some_college	sfv	both	yes	yes	daily	occasionally	occasionally	English				Male	Male	White	White	Usa!	US American		2	2	6	6	1	5	2	2	2	2	5	2	2	4	2	6	6	6	3	6	6	6	2	6	2	2	4
440	rashid	Middle East	men	Much like Dee Jay before him, Rashid is an enthusiastic fighter who's rarely seen without a smile on his face. He's also something of a gadget lover, as can be seen by the tornado-firing rucksack he carries on his back.	I'm Rashid of the turbulent wind. Remember the name well.	For a Male	Rashid is travelling the world in search of a missing friend who has been kidnapped by Shadaloo.	yes	yes	35-44	some_college	sfv	both	yes	yes	daily	occasionally	occasionally	English				Male	Male	White	White	Usa!	US American		6	5	3	5	2	2	2	2	2	5	3	3	3	6	2	4	5	6	6	5	4	4	3	4	3	2	5
440	zeku	Japan	men	First appearing in Guy's ending for Street Fighter Alpha II, Zeku is the 38th successor of Bushinryu. Using a special ninja technique, he can reverse his aging to become young again.	Lets party! If you think you can keep up.	Unclear	He was formerly a grandmaster but after being succeeded by his pupil, he set out on a journey of self-discovery.	yes	yes	35-44	some_college	sfv	both	yes	yes	daily	occasionally	occasionally	English				Male	Male	White	White	Usa!	US American		5	5	2	3	2	4	2	2	2	4	5	3	5	3	5	4	4	6	4	5	2	4	3	2	2	2	5
440	eddy	Brazil	men	Eddy Gordo went to G Corporation to exact revenge on Kazuya Mishima for murdering his father. After he'd taken out a crowd of guards, a young girl in a strange outfit stood before him, and struck a pose. 'You're not getting past me, old man! Teehee!' What did she mean by 'old man'? Confused and irritated by her appearance and disrespectful tone, but aware of the threat she posed, Eddy prepared to fight.	Don't think I'll go easy on you.	For a Male	His storyline revolves around his quest for revenge for the murder of his parents.	yes	yes	35-44	some_college	sfv	both	yes	yes	daily	occasionally	occasionally	English				Male	Male	White	White	Usa!	US American		2	3	5	6	2	2	2	2	2	3	5	3	2	4	2	5	6	6	6	5	6	5	2	6	5	2	5
450	kazumi	Japan	women	Kazumi Mishima, wife of Heihachi Mishima, is well versed in Hachijyo Karate. She was childhood friends with her husband Heihachi and eventually they fell in love. Through their love they birthed a healthy young boy. Fast forward a few years later, Heihachi would become the head of a huge organization called the Mishima Zaibatsu, with plans to conquer the world. Kazumi loved Heihachi unconditionally, but at the same time he was beginning to feel dangerous. In this state, Heihachi threw the world into a war and Kazumi took it upon herself to stop him.	I will teach you the meaning of fear.	Save the World	She married to Heihachi because her clan foresaw his attempted world domination in the future and sent her to kill him.	yes	yes	35-44	some_college	no	both	yes	yes	weekly	no	no	English				Male	Male	White	White	American	US American	Good survey	6	5	3	7	1	6	4	3	3	2	5	3	2	3	1	5	5	5	2	5	6	6	1	7	1	1	2
450	king	Mexico	men	King is not only a masked professional wrestler, but also the proud owner of an orphanage. Recently, King's sworn friend and comrade, Craig Marduk, as well as the man King called his master, both engaged in a bloody fight which left them with critical injuries. King desperately wanted to come to his friends' rescue, but knew that their operations wouldn't come cheap. At the same time, King's orphanage was in constant danger owing to the war that raged between G Corporation and the Mishima Zaibatsu. Finding himself caught between a rock and a hard place, King entered the King of Iron Fist Tournament with his eyes set firmly on the cash prize.	Let's do this.	Save the World	He is a Catholic priest who became a masked wrestler in order to support an orphanage.	yes	yes	35-44	some_college	no	both	yes	yes	weekly	no	no	English				Male	Male	White	White	American	US American	Good survey	3	3	5	6	1	7	3	7	3	7	1	4	3	3	2	5	4	1	1	3	5	3	1	4	1	1	2
450	lili	Monaco	women	Lili entered the King of Iron Fist Tournament again without telling her father this time either. There she was anyway, smiling as the rapturous crowd looked on and her opponent entered the arena. Lili was set to fight Asuka Kazama, someone she had personally considered her greatest rival for many years. If Lili saw the look of annoyance on Asuka's face, it didn't show; she just walked elegantly to the center of the ring like she owned it, all the while thanking Lady Luck for the opportunity to fight her rival.	You surely don't believe… you can beat me?	For a Male	She clashes with her father over his dealings with devious Mishima Zaibatsu corporation.	yes	yes	35-44	some_college	no	both	yes	yes	weekly	no	no	English				Male	Male	White	White	American	US American	Good survey	4	1	7	7	1	6	4	5	4	3	5	5	1	4	1	4	4	3	2	3	7	7	1	7	1	1	1
450	nina	Ireland	women	After failing to apprehend Jin Kazama, Nina Williams decided it was time for her and the Mishima Zaibatsu to go their separate ways. On her first private assassination job, she was tasked with infiltrating a mafia wedding… posing as the bride! During the ceremony, a firefight broke out where Nina took out all her targets. However, the commotion had attracted the Tekken Force, who had been dispatched to suppress the violence, and they gave chase. With the Tekken Force in hot pursuit, Nina made her escape. That's when she bumped into a man she found vaguely familiar. The man wouldn't leave her alone. He seemed to have something he wanted to say to her… Nina decided that a confrontation was her best chance of escape.	You've got a date with death.	For Duty	She was contracted to assassinate the current head of Mishima Zaibatsu.	yes	yes	35-44	some_college	no	both	yes	yes	weekly	no	no	English				Male	Male	White	White	American	US American	Good survey	3	1	7	7	1	6	4	6	4	2	4	4	1	5	1	4	4	3	1	3	7	7	1	7	1	1	1
450	ryu	Japan	men	By travelling the world to improve his fighting ability, Ryu is the embodiment of the world warrior spirit. He's been the poster boy of the Street Fighter series since its inception.	This is the path of destiny!	Dominance	He is an experienced martial artist, highly focused on his training, aiming to become the strongest he can.	yes	yes	35-44	some_college	no	both	yes	yes	weekly	no	no	English				Male	Male	White	White	American	US American	Good survey	5	3	5	6	1	6	3	7	3	7	1	3	3	3	1	5	5	1	1	5	5	2	2	6	1	1	3
352	lili	Monaco	women	Lili entered the King of Iron Fist Tournament again without telling her father this time either. There she was anyway, smiling as the rapturous crowd looked on and her opponent entered the arena. Lili was set to fight Asuka Kazama, someone she had personally considered her greatest rival for many years. If Lili saw the look of annoyance on Asuka's face, it didn't show; she just walked elegantly to the center of the ring like she owned it, all the while thanking Lady Luck for the opportunity to fight her rival.	You surely don't believe… you can beat me?	For a Male	She clashes with her father over his dealings with devious Mishima Zaibatsu corporation.	Yes, I am 29 and I agree to complete this survey and can see the images below.	yes	25-34	some_college	no	no	no	yes	monthly	no	no	English				Female	Female	White Jewish American	Jewish + American + White	American	US American		2	6	2	7	1	5	5	3	2	4	5	4	1	2	1	4	5	5	4	3	5	7	1	7	1	3	2
352	kazuya	Japan	men	Kazuya was raised as the heir to the Mishima Zaibatsu, but rebelled against his father Heihachi. After awakening the power of the devil within him, he's finally able to control it.	It's time for you to meet your end!	For a Male	He seeks to take revenge against his father for having thrown him down a cliff years prior.	Yes, I am 29 and I agree to complete this survey and can see the images below.	yes	25-34	some_college	no	no	no	yes	monthly	no	no	English				Female	Female	White Jewish American	Jewish + American + White	American	US American		2	5	2	6	1	3	5	5	5	7	1	3	6	2	3	3	3	3	5	4	4	1	1	2	1	1	1
352	xiaoyu	China	women	Ling Xiaoyu infiltrated the Mishima Zaibatsu building in search of information relating to Jin Kazama's disappearance. Creeping deeper into the enemy territory under the guards' noses, she eventually hears Heihachi Mishima's voice coming from a room; he was giving orders about locating Jin. Just as Xiaoyu was about to sneak into the room, a man dressed all in white emerged and pushed her back. 'Take me to Jin!' Xiaoyu demanded, unflinching. The man stood there for a moment, before ordering Xiaoyu to follow him. He led her to the roof, then silently turned toward her, and readied himself to fight. Xiaoyu took up her fighting stance, and said, 'So that's how it is... If you think I'm just some little girl, you're sadly mistaken.'	I'm going to stop Jin!	Unclear	She is a sixteen-year-old Chinese martial artist.	Yes, I am 29 and I agree to complete this survey and can see the images below.	yes	25-34	some_college	no	no	no	yes	monthly	no	no	English				Female	Female	White Jewish American	Jewish + American + White	American	US American		5	5	4	6	1	6	3	5	4	2	7	3	1	5	1	5	4	3	2	5	6	7	1	7	1	1	3
352	bryan	United States of America	men	A savage fighter who uses a kickboxing fighting style. He's reported to have died twice and was somehow revived each time. He once belonged to an international police force, but Dr. Abel and Dr. Bosconovitch made him a replicant with a perpetual generator that keeps him alive.	Mwahahahaha! So, which one of you wants to die?	For Duty	A power-hungry kickboxer, he was once an Interpol officer until he was killed in a shootout and revived by Dr. Abel.	Yes, I am 29 and I agree to complete this survey and can see the images below.	yes	25-34	some_college	no	no	no	yes	monthly	no	no	English				Female	Female	White Jewish American	Jewish + American + White	American	US American		3	4	3	2	1	5	2	7	5	7	1	5	5	4	5	4	3	1	3	3	3	1	5	1	1	5	5
352	karin	Japan	women	As a top contender for the wealthiest fighter in the Street Fighter universe, Karin Kanzuki is understandably snobbish. She also counts the likes of Sakura, Ken and R. Mika among her rivals.	I'll show you the divide in our class!	For a Male	Her father is a rather strict man as he constantly pushes his daughter into becoming a better heir to the Kanzuki family fortune, as he wanted a son.	Yes, I am 29 and I agree to complete this survey and can see the images below.	yes	25-34	some_college	no	no	no	yes	monthly	no	no	English				Female	Female	White Jewish American	Jewish + American + White	American	US American		2	7	1	3	1	3	4	2	3	6	1	5	4	2	1	4	5	5	5	3	3	3	1	5	2	2	2
290	eddy	Brazil	men	Eddy Gordo went to G Corporation to exact revenge on Kazuya Mishima for murdering his father. After he'd taken out a crowd of guards, a young girl in a strange outfit stood before him, and struck a pose. 'You're not getting past me, old man! Teehee!' What did she mean by 'old man'? Confused and irritated by her appearance and disrespectful tone, but aware of the threat she posed, Eddy prepared to fight.	Don't think I'll go easy on you.	For a Male	His storyline revolves around his quest for revenge for the murder of his parents.	yes	yes	35-44	high	tk7	both	yes	yes	weekly	occasionally	occasionally	English				Female	Female	Black	Black	Usa	US American	No, nothing. Thanks for the interesting survey.	2	7	1	6	2	4	2	2	2	2	6	5	6	7	3	5	6	6	5	6	1	5	2	6	3	6	7
290	claudio	Italy	men	The Sirius Marksmen, a secret society of exorcists, has exerted a profound influence on European history for hundreds of years. The most powerful exorcist of the current generation is Claudio, who was visiting the Mishima Zaibatsu as their groups join forces to subdue a certain evil. After sharing information on the targets, Kazuya Mishima and Jin Kazama, Claudio left the control room only to be confronted by a young girl. He was about to call the guards when she demanded to be taken to Jin. A plan sprung to Claudio's mind. He led her to the roof, and with a grin prepared to face her in combat.	This is no place for amateurs.	For Duty	He is a leader of a secret Anti-Devil organization in combating the Devil Gene's threat.	yes	yes	35-44	high	tk7	both	yes	yes	weekly	occasionally	occasionally	English				Female	Female	Black	Black	Usa	US American	No, nothing. Thanks for the interesting survey.	7	6	2	6	1	6	1	3	2	2	6	7	2	7	2	4	2	6	1	2	2	6	2	6	1	1	6
290	miguel	Spain	men	After losing his sister in an airstrike ordered by the Mishima Zaibatsu under the direction of Jin Kazama, Miguel Caballero Rojo devoted his life to seeking revenge. However, when Jin suddenly vanishes without a trace, Miguel's life purpose disappears along with him. From that point forward, Miguel began to wander like a specter from battle-torn town to battle-torn town. One day, as he ambled through rows of dilapidated buildings, he stumbled across a strangely familiar hooded man. There in front of him was none other than his sworn enemy, Jin. Consumed by both euphoria and rage, Miguel becomes frenzied and goes in for the kill.	You look like you're ready to lose.	For a Female	He fights to avenge his sister who is killed on her wedding day by Mishima Zaibatsu fighter jets.	yes	yes	35-44	high	tk7	both	yes	yes	weekly	occasionally	occasionally	English				Female	Female	Black	Black	Usa	US American	No, nothing. Thanks for the interesting survey.	2	2	5	6	2	6	5	6	3	7	2	7	2	7	5	3	3	5	2	2	6	3	3	2	1	1	5
290	chun_li	China	women	As the first lady of Street Fighter, Chun-Li is widely regarded as the strongest woman in the world. She’s an agent for Interpol and is hell-bent on bringing both M. Bison and Shadaloo to justice.	I'll show you my Kung-Fu!	For a Male	She relentlessly seeks revenge for the death of her father at the hands of M. Bison.	yes	yes	35-44	high	tk7	both	yes	yes	weekly	occasionally	occasionally	English				Female	Female	Black	Black	Usa	US American	No, nothing. Thanks for the interesting survey.	3	2	6	6	2	7	6	6	5	6	2	6	5	2	2	3	2	2	1	3	3	5	2	6	1	1	3
290	steve	United Kingdom	men	Steve Fox has had plenty of run-ins with the Mishima Zaibatsu, but he never gave up his search for information about his past. Though his mother's identity remained a mystery, one name in particular began to crop up time and again: Nina Williams. Believing she knew something, Steve began investigating her whereabouts until he came up with a promising lead. The information led him to an imposing cathedral. As he considered how best to proceed, a figure appeared from inside, dressed in a tattered wedding gown. It was Nina, who seemed to be running away from something. Steve told her to stop, but she ignored him and fled. Determined not to let this opportunity escape him, he blocked her path.	Hey you… You wanna try me?	For a Female	He fights to escape the mafia and find his mother.	yes	yes	35-44	high	tk7	both	yes	yes	weekly	occasionally	occasionally	English				Female	Female	Black	Black	Usa	US American	No, nothing. Thanks for the interesting survey.	2	7	2	2	1	4	2	2	2	6	2	6	6	2	2	5	2	6	6	2	2	5	3	6	1	1	3
242	jin	Japan	men	The leader of the Mishima Zaibatsu and the man who declared war on the world. Fighting the Devil inside him which gets stronger everyday, he yearns to be rid of it once and for all. When his battle is over at last, will he find hope… or despair?	Power is everything.	For a Female	He wishes to avenge the apparent death of his mother Jun Kazama.	yes	yes	25-34	bachelors	no	both	yes	yes	daily	no	no	English				Male	Male	White	White	American	US American		1	2	5	6	1	6	4	6	4	7	2	2	2	3	1	4	6	2	2	4	5	1	2	4	2	2	4
242	lars	Sweden	men	A former officer of the Mishima Zaibatsu's special military unit, the Tekken Force, Lars enacted a coup d'état and rebelled against his former employer. Lars continues to fight despite the loss of his fallen comrades, and his bloody rebellion is nowhere near finished.	Think you can stop me?	For Duty	He is a member of the Tekken Force paramilitary unit, confronting the corrupt Mishima Zaibatsu corporation.	yes	yes	25-34	bachelors	no	both	yes	yes	daily	no	no	English				Male	Male	White	White	American	US American		2	3	5	6	1	7	1	6	2	5	1	2	2	3	2	4	5	2	1	4	5	1	2	3	3	2	4
242	katarina	Brazil	women	Katarina Alves lost both her parents at a young age, and spent several years at an orphanage before being adopted by a man she'd never met. Initially, Katarina rebelled against him using a whole manner of profane language, but the man's kindness and patience eventually wore her hard exterior down. In time, they grew close, though her penchant for profane language remained. One day, Katarina's adoptive father vanished. As much as she wanted to find him, she lacked the money to do so. But then she learned of the King of Iron Fist Tournament. The savage techniques the man had taught her gave Katarina hope that she could win and take the cash prize. The day of the first match arrived, and the arena was none other than the roof of G Corporation's Millennium Tower. When Katarina first laid eyes on her opponent, all she saw was an enormous hulk of muscle. There was no way he could be human…	Sorry, but you're gonna have to die.	For a Male	She is currently searching for her missing adoptive father.	yes	yes	25-34	bachelors	no	both	yes	yes	daily	no	no	English				Male	Male	White	White	American	US American		7	1	6	7	1	2	4	5	6	4	1	6	1	5	1	4	3	3	4	3	6	5	1	3	2	6	6
242	kazuya	Japan	men	Kazuya was raised as the heir to the Mishima Zaibatsu, but rebelled against his father Heihachi. After awakening the power of the devil within him, he's finally able to control it.	It's time for you to meet your end!	For a Male	He seeks to take revenge against his father for having thrown him down a cliff years prior.	yes	yes	25-34	bachelors	no	both	yes	yes	daily	no	no	English				Male	Male	White	White	American	US American		4	6	2	3	1	3	2	6	2	3	5	2	5	5	5	5	4	2	4	4	2	1	5	1	2	2	4
242	abigail	Canada	men	Standing eight feet tall, Abigail is the tallest character in Street Fighter history. He's a former boss of the Mad Gear gang, and has a fanatical obsession with cars.	Vroom! Vroom! Vroom! Rrrrt! Ha ha ha!	Antisocial	He supposedly renounced his life of crime and started a mechanic's garage.	yes	yes	25-34	bachelors	no	both	yes	yes	daily	no	no	English				Male	Male	White	White	American	US American		1	6	1	1	6	5	1	7	4	6	1	6	7	1	2	1	3	1	3	2	1	1	7	1	2	4	4
219	paul	United States of America	men	When Paul Phoenix, the golden boy of the martial arts world, steps into the ring, the excitement in the crowd is palpable. But this time when his opponent's name rang over the arena's loudspeakers, he could only scratch his head in disbelief. It was Kuma… again! However, Kuma was nowhere to be seen. Word went round that the bear had dropped out of the tournament. The ring announcer informed the spectators of a last-minute change to the fight card. Relieved, Paul awaits the entrance of his long-anticipated human opponent…	I'll show you the power of the strongest in the universe… but not for free!	Dominance	He fights in hopes of winning the prize money and to prove he is the world's best fighter.	Yes	yes	45-54	high	no	both	yes	yes	weekly	occasionally	occasionally	English				Male	Male	White American, Third Generation(Not "European")	American + White	Usa	US American		3	2	5	4	1	4	2	5	2	7	2	2	2	6	2	6	7	4	6	5	6	4	4	6	5	7	7
219	king	Mexico	men	King is not only a masked professional wrestler, but also the proud owner of an orphanage. Recently, King's sworn friend and comrade, Craig Marduk, as well as the man King called his master, both engaged in a bloody fight which left them with critical injuries. King desperately wanted to come to his friends' rescue, but knew that their operations wouldn't come cheap. At the same time, King's orphanage was in constant danger owing to the war that raged between G Corporation and the Mishima Zaibatsu. Finding himself caught between a rock and a hard place, King entered the King of Iron Fist Tournament with his eyes set firmly on the cash prize.	Let's do this.	Save the World	He is a Catholic priest who became a masked wrestler in order to support an orphanage.	Yes	yes	45-54	high	no	both	yes	yes	weekly	occasionally	occasionally	English				Male	Male	White American, Third Generation(Not "European")	American + White	Usa	US American		4	2	6	2	1	7	3	7	3	7	2	2	2	4	2	5	6	3	1	7	6	2	4	6	4	3	4
219	miguel	Spain	men	After losing his sister in an airstrike ordered by the Mishima Zaibatsu under the direction of Jin Kazama, Miguel Caballero Rojo devoted his life to seeking revenge. However, when Jin suddenly vanishes without a trace, Miguel's life purpose disappears along with him. From that point forward, Miguel began to wander like a specter from battle-torn town to battle-torn town. One day, as he ambled through rows of dilapidated buildings, he stumbled across a strangely familiar hooded man. There in front of him was none other than his sworn enemy, Jin. Consumed by both euphoria and rage, Miguel becomes frenzied and goes in for the kill.	You look like you're ready to lose.	For a Female	He fights to avenge his sister who is killed on her wedding day by Mishima Zaibatsu fighter jets.	Yes	yes	45-54	high	no	both	yes	yes	weekly	occasionally	occasionally	English				Male	Male	White American, Third Generation(Not "European")	American + White	Usa	US American		2	3	6	6	2	3	1	3	2	5	4	3	1	1	4	7	6	5	5	5	7	2	2	5	4	4	6
219	r_mika	Japan	women	First appearing in Street Fighter Alpha 3, Rainbow Mika is a pro wrestler who idolises Zangief. Many of her special moves are exaggerated versions of real-life wrestling techniques.	I'll kick your ass! All right! Let's begiiiin!!!	Dominance	She is a Japanese professional wrestler from the Iwashigahama Japan Women's Pro-Wrestling organization.	Yes	yes	45-54	high	no	both	yes	yes	weekly	occasionally	occasionally	English				Male	Male	White American, Third Generation(Not "European")	American + White	Usa	US American		2	2	6	6	1	7	3	7	4	6	1	3	1	1	1	5	7	1	1	4	6	2	1	7	6	7	7
219	law	United States of America	men	Preoccupied with paying off his son's debts, Marshall Law didn't realize how many of his students had quit his dojo until it was almost too late. With a large sum still to repay, Law was running out of ideas. As a last resort, he decided to search for a capable fighter to run the dojo. He asked his friend Paul if he knew anyone, and in his usual manner, Paul said he himself would be the perfect candidate. However, thinking that the dojo would go bust in half a day if Paul took control, Law politely refused. Instead, he put the word out that if any strong fighters wanted to try out for the job, they should come and prove their skills in combat. Challenger after challenger appeared, but none of them were good enough for Law. Then, one day, Law heard a rumor that a martial artist living in rural China was set to be the next God Fist master. Seeing this as his best chance yet, Law set off for his ancestral homeland.	There's gotta be some way i can make some money off this!	Dominance	He enters the first King of Iron Fist Tournament in hopes of opening his own dojo with the winnings.	Yes	yes	45-54	high	no	both	yes	yes	weekly	occasionally	occasionally	English				Male	Male	White American, Third Generation(Not "European")	American + White	Usa	US American		7	2	7	7	1	3	2	5	1	6	1	2	2	7	5	6	7	3	4	7	7	3	1	6	2	1	7
217	ken	United States of America	men	Heir to the Masters family fortune, Ken is a flamoyant fighter who learned the art of Ansatsuken from Gouken. He also grew up alongside Ryu, a man he considers both his best friend and ultimate rival.	Come on, let's turn up the heat.	Dominance	His goal is to test his power against many different fighters and strives to become stronger.	yes	yes	25-34	some_college	no	sfv	yes	yes	daily	often	often	Spanish	English			Male	Male	White	White	Colombian	Columbian		3	2	6	3	5	6	2	5	2	6	1	2	3	6	3	5	7	4	1	5	4	1	5	5	2	5	6
217	lee	Japan	men	The adopted son of Heihachi Mishima, raised to be a rival for Kazuya Mishima. After abandoning the Zaibatsu for various reasons, he ended up idling his time away in the Bahamas as manager of his own company… until a certain event disturbed his permanent vacation and entwined his fate with the Zaibatsu once again.	Leave it to me. I won't disappoint.	For a Male	He is embroiled in a one-sided rivalry with his adoptive brother, Kazuya Mishima.	yes	yes	25-34	some_college	no	sfv	yes	yes	daily	often	often	Spanish	English			Male	Male	White	White	Colombian	Columbian		2	2	5	5	1	1	2	1	2	1	4	1	2	3	2	5	5	7	7	7	5	1	2	5	3	2	2
